id,cliente_id,data_emissao,data_vencimento,valor,status
162,23,2024-08-02,2024-08-30,1948.91,2
163,23,2024-10-27,2024-11-28,2933.05,2
164,23,2025-03-25,2025-04-14,4365.76,4
165,23,2024-12-19,2025-01-09,1904.86,2
166,23,2024-08-04,2024-09-13,4848.51,1
167,23,2024-08-26,2024-10-02,683.15,1
168,23,2024-12-31,2025-02-04,3372.32,2
169,23,2025-03-02,2025-04-15,4806.48,2
170,24,2024-11-05,2024-11-23,3881.0,2
171,24,2024-08-02,2024-09-06,3428.33,2
172,24,2024-11-01,2024-11-22,696.87,2
173,24,2024-06-29,2024-08-03,4949.62,2
174,25,2025-05-24,2025-06-17,4052.72,2
175,25,2025-05-03,2025-05-19,2245.13,2
176,25,2024-11-21,2024-12-27,1110.98,1
177,25,2024-09-25,2024-11-01,4281.11,2
178,25,2025-03-03,2025-04-01,408.9,2
179,25,2024-12-08,2025-01-07,2658.15,2
180,25,2024-12-05,2025-01-05,1585.06,2
181,25,2024-09-12,2024-10-24,3093.58,1
182,25,2025-02-07,2025-03-20,3988.33,1
183,26,2024-11-11,2024-12-19,3017.2,2
184,26,2025-01-14,2025-02-22,3418.78,2
185,26,2024-10-18,2024-11-14,2751.28,3
186,26,2025-03-30,2025-05-05,3226.98,1
187,26,2024-12-15,2025-01-01,255.3,2
188,26,2025-01-03,2025-02-13,4216.97,3
189,26,2025-01-06,2025-02-05,3262.33,3
190,26,2025-05-02,2025-06-03,3638.66,1
191,27,2024-09-23,2024-10-29,2259.52,2
192,27,2024-10-17,2024-11-07,3770.09,4
193,27,2025-05-22,2025-06-21,336.93,2
194,28,2024-10-27,2024-12-08,477.3,4
195,28,2024-10-27,2024-11-14,3503.42,1
196,28,2024-11-18,2024-12-11,3286.97,2
197,28,2025-04-07,2025-04-29,3073.82,2
198,28,2024-07-23,2024-08-24,3400.99,2
199,29,2025-02-16,2025-03-10,2810.58,2
200,29,2024-11-28,2024-12-25,1038.69,2
201,29,2024-10-18,2024-11-06,475.81,1
202,29,2024-07-21,2024-08-14,1108.41,2
203,29,2025-05-17,2025-06-07,2794.83,2
204,29,2024-08-28,2024-10-07,749.14,1
205,30,2025-04-11,2025-05-13,4707.98,1
206,30,2024-06-10,2024-07-06,654.05,2
207,30,2024-12-09,2024-12-30,749.91,4
208,30,2024-12-17,2025-01-07,679.23,3
209,31,2025-05-24,2025-06-25,1969.85,2
210,31,2025-01-24,2025-03-04,2764.3,2
211,31,2025-04-19,2025-05-12,485.16,2
212,31,2024-12-27,2025-01-16,720.0,2
213,31,2025-01-06,2025-02-08,508.22,2
214,31,2025-04-13,2025-05-26,866.59,2
215,31,2025-04-20,2025-05-26,300.07,2
216,32,2024-11-17,2024-12-22,710.77,3
217,32,2025-06-04,2025-07-18,2052.46,2
218,32,2025-01-16,2025-01-31,3624.09,1
219,32,2024-12-03,2024-12-18,4767.8,2
220,32,2024-11-08,2024-12-16,2024.96,2
221,32,2025-06-05,2025-07-04,4093.16,2
222,32,2025-05-09,2025-06-23,3504.71,1
223,32,2024-11-17,2024-12-06,3632.93,3
224,33,2025-03-18,2025-04-22,2822.36,3
225,33,2024-09-24,2024-10-28,1048.76,2
226,33,2025-05-03,2025-05-26,2318.15,2
227,33,2024-10-16,2024-11-16,2469.31,2
228,33,2025-03-14,2025-03-30,601.66,2
229,34,2025-06-05,2025-06-26,3332.76,4
230,34,2024-06-27,2024-08-02,1592.7,3
231,34,2024-07-24,2024-09-02,547.27,2
232,34,2024-10-11,2024-11-02,997.67,2
233,34,2024-12-29,2025-02-02,4780.81,4
234,34,2024-06-24,2024-07-15,590.02,2
235,35,2025-05-02,2025-06-06,4144.71,3
236,35,2024-06-17,2024-07-28,2406.7,2
237,35,2024-10-07,2024-11-21,3046.92,3
238,35,2025-02-24,2025-03-30,3102.23,4
239,35,2025-04-07,2025-05-01,3115.38,3
240,36,2025-05-31,2025-06-22,532.42,2
241,36,2025-05-02,2025-05-24,2041.97,2
242,36,2024-08-19,2024-09-16,1797.86,2
243,36,2024-09-01,2024-09-19,2736.44,2
244,37,2024-11-26,2024-12-20,1806.67,3
245,37,2024-12-17,2025-01-07,154.42,2
246,37,2025-01-22,2025-02-15,2335.12,1
247,37,2025-01-10,2025-02-23,1952.86,1
248,37,2025-05-27,2025-07-08,649.18,2
249,37,2025-04-12,2025-05-04,2443.01,2
250,37,2024-07-13,2024-08-02,1344.75,2
251,37,2024-09-26,2024-10-22,100.82,2
252,38,2025-03-09,2025-04-04,1420.98,1
253,38,2025-04-12,2025-05-09,1298.19,2
254,38,2024-09-11,2024-10-22,419.61,1
255,38,2025-05-18,2025-06-18,3458.63,4
256,38,2024-08-17,2024-09-28,2583.84,2
257,38,2024-12-03,2025-01-01,3078.04,2
258,38,2024-10-25,2024-11-17,4102.45,2
259,38,2025-04-11,2025-05-03,2825.52,2
260,38,2024-08-05,2024-08-26,4398.53,1
261,39,2025-02-27,2025-04-07,2669.01,4
262,39,2025-02-05,2025-03-08,2045.52,2
263,39,2025-02-12,2025-03-19,1056.26,2
264,39,2024-12-10,2025-01-04,3615.75,1
265,39,2025-01-30,2025-02-20,999.14,2
266,39,2025-01-23,2025-03-04,3939.2,2
267,39,2024-08-24,2024-10-01,1371.45,4
268,40,2025-05-19,2025-06-19,4523.24,2
269,40,2024-10-25,2024-12-03,1459.3,1
270,40,2024-12-17,2025-01-16,2734.83,2
271,40,2025-01-31,2025-02-24,891.35,2
272,40,2024-12-20,2025-01-13,2040.44,2
273,40,2024-06-20,2024-07-30,2884.58,2
274,41,2024-06-13,2024-07-01,4578.16,1
275,41,2025-01-15,2025-02-13,1886.15,4
276,41,2024-11-21,2024-12-16,320.85,2
277,41,2025-04-11,2025-05-05,3494.7,1
278,41,2024-06-10,2024-07-05,3990.2,2
279,41,2024-09-25,2024-10-29,3310.13,3
280,41,2024-11-26,2025-01-07,4019.76,4
281,42,2024-11-22,2025-01-02,2269.8,2
282,42,2025-05-24,2025-06-11,2489.8,2
283,42,2025-04-02,2025-05-09,4483.36,4
284,42,2024-08-22,2024-10-05,3595.0,1
285,42,2024-08-24,2024-09-25,1929.97,2
286,42,2024-10-25,2024-11-19,3616.21,4
287,43,2024-06-16,2024-07-22,507.02,2
288,43,2024-08-15,2024-09-17,1407.63,2
289,43,2025-04-30,2025-06-05,3987.51,1
290,43,2025-06-02,2025-06-26,2353.89,2
291,43,2025-01-12,2025-01-28,1173.84,2
292,43,2024-08-31,2024-09-24,2342.35,2
293,43,2025-01-11,2025-02-12,1590.51,3
294,44,2025-01-22,2025-02-14,3546.74,2
295,44,2025-03-15,2025-04-29,3389.98,1
296,44,2025-04-14,2025-05-20,2303.19,1
297,44,2025-03-31,2025-04-22,2191.59,2
298,44,2024-06-25,2024-07-26,4532.63,2
299,44,2025-04-01,2025-04-17,3460.13,2
300,45,2024-12-18,2025-01-05,2737.41,3
301,45,2024-06-12,2024-07-26,4412.28,3
302,45,2024-11-02,2024-12-01,2788.31,2
303,45,2024-06-19,2024-07-11,3248.43,2
304,46,2025-02-09,2025-02-25,4126.62,2
305,46,2025-01-20,2025-03-05,1571.62,2
306,46,2024-11-26,2024-12-19,4920.86,1
307,46,2025-02-01,2025-02-22,2227.65,2
308,46,2025-03-06,2025-03-25,2756.09,3
309,47,2024-08-07,2024-09-13,676.76,2
310,47,2025-06-06,2025-07-04,4651.36,2
311,47,2024-09-17,2024-10-23,2431.6,2
312,47,2025-04-16,2025-05-23,269.4,3
313,47,2024-07-23,2024-08-11,4898.11,2
314,47,2025-05-05,2025-06-05,1382.7,2
315,47,2025-03-12,2025-04-10,2336.29,2
316,48,2024-11-15,2024-12-28,2623.28,2
317,48,2024-08-06,2024-08-21,1084.37,2
318,48,2024-07-22,2024-08-07,1197.47,2
319,48,2025-04-23,2025-05-15,200.97,2
320,48,2024-09-30,2024-10-27,4410.59,1
321,49,2024-12-02,2025-01-15,2673.97,2
322,49,2024-11-09,2024-11-28,507.16,4
323,49,2024-07-21,2024-08-06,1406.06,1
324,49,2025-03-16,2025-04-27,1622.79,2
325,49,2025-05-19,2025-06-23,509.93,2
326,49,2024-07-08,2024-08-04,2729.41,1
327,49,2024-12-30,2025-01-29,4400.49,2
328,50,2024-11-21,2024-12-11,4274.96,2
329,50,2024-10-13,2024-11-20,3217.52,1
330,50,2024-12-09,2025-01-16,1882.05,3
331,50,2025-05-15,2025-06-17,4034.54,4
332,50,2024-11-30,2025-01-09,4580.54,2
333,50,2025-01-04,2025-02-08,1658.06,2
334,50,2024-10-15,2024-11-24,1872.36,2
335,50,2024-08-10,2024-09-21,1778.76,2
336,50,2024-11-14,2024-12-21,2778.04,2
337,51,2024-10-31,2024-11-23,4639.77,1
338,51,2025-03-05,2025-03-25,611.88,2
339,51,2024-06-24,2024-07-12,1822.28,2
340,51,2025-05-01,2025-06-07,3122.73,4
341,51,2024-10-27,2024-12-09,2592.56,3
342,51,2025-04-04,2025-05-06,950.12,3
343,51,2025-02-08,2025-03-21,323.61,1
344,51,2024-07-14,2024-07-29,3324.88,2
345,52,2024-10-05,2024-10-20,4986.7,1
346,52,2024-10-19,2024-11-12,4996.67,1
347,52,2025-01-15,2025-02-13,2017.82,2
348,52,2025-06-03,2025-06-30,1040.75,2
349,52,2025-02-07,2025-03-03,2298.56,2
350,52,2024-12-27,2025-01-15,1857.98,2
351,52,2024-09-12,2024-10-08,3171.75,4
352,52,2025-03-11,2025-03-29,1567.84,2
353,52,2024-06-18,2024-07-18,4229.63,2
354,52,2025-03-27,2025-04-30,2585.35,2
355,53,2024-07-25,2024-09-05,481.68,1
356,53,2025-03-28,2025-05-07,4055.63,2
357,53,2024-12-23,2025-01-07,766.78,2
358,53,2024-11-08,2024-12-12,4341.14,1
359,53,2024-11-24,2024-12-28,3240.72,2
360,53,2024-09-23,2024-10-29,278.7,3
361,53,2024-10-03,2024-11-06,4760.17,2
362,53,2025-04-14,2025-05-27,2864.68,2
363,53,2025-02-03,2025-03-05,750.85,2
364,54,2024-11-16,2024-12-15,1135.79,2
365,54,2024-08-21,2024-09-27,1943.29,2
366,54,2025-03-13,2025-04-21,415.28,4
367,54,2025-03-03,2025-03-23,3660.05,4
368,54,2025-02-22,2025-03-25,1056.5,2
369,54,2025-02-13,2025-03-08,705.16,2
370,54,2024-10-29,2024-12-12,1287.49,4
371,54,2025-01-31,2025-02-21,603.68,2
372,54,2025-01-10,2025-02-21,1512.71,3
373,54,2025-05-11,2025-06-10,4315.64,2
374,55,2025-05-01,2025-05-29,3168.1,2
375,55,2025-04-14,2025-05-13,3503.15,3
376,55,2025-03-02,2025-04-07,4623.33,1
377,55,2025-04-03,2025-04-30,2084.51,4
378,56,2024-11-08,2024-12-08,4542.79,2
379,56,2024-11-04,2024-12-01,1558.72,2
380,56,2024-11-26,2024-12-25,2917.48,1
381,56,2025-05-09,2025-06-08,4672.98,4
382,56,2025-02-17,2025-03-28,616.0,2
383,56,2025-04-07,2025-05-15,1586.23,2
384,56,2024-11-11,2024-12-18,3477.54,2
385,56,2025-03-18,2025-04-10,2438.41,2
386,56,2025-01-13,2025-01-31,617.74,2
387,56,2025-04-27,2025-06-01,221.29,3
388,57,2024-12-11,2024-12-29,4693.09,2
389,57,2024-06-15,2024-07-12,2168.56,2
390,57,2024-08-21,2024-09-15,3261.56,2
391,58,2024-06-13,2024-06-29,2193.29,2
392,58,2024-12-26,2025-01-12,873.39,3
393,58,2025-02-15,2025-03-15,3419.85,2
394,58,2025-02-17,2025-04-02,3397.23,1
395,58,2024-10-09,2024-11-13,4129.41,3
396,58,2025-01-02,2025-01-17,2282.35,2
397,58,2024-09-21,2024-10-10,236.83,2
398,58,2024-12-10,2025-01-16,3177.67,3
399,58,2024-06-26,2024-07-18,1207.31,2
400,58,2025-04-02,2025-04-27,441.08,1
401,59,2025-03-23,2025-05-02,1906.75,2
402,59,2024-12-13,2025-01-11,4562.38,2
403,59,2024-11-06,2024-11-26,3915.63,1
404,59,2025-05-26,2025-06-23,580.19,2
405,59,2025-04-02,2025-05-10,709.14,2
406,59,2025-01-10,2025-02-14,4110.66,2
407,59,2024-08-07,2024-09-03,3584.07,2
408,59,2024-08-16,2024-09-18,1866.35,1
409,60,2024-11-05,2024-12-11,3732.33,3
410,60,2024-12-20,2025-01-22,1639.39,2
411,60,2024-08-12,2024-08-31,4451.1,2
412,60,2024-12-15,2025-01-25,1315.48,2
413,60,2024-09-16,2024-10-26,3985.72,4
414,60,2024-07-25,2024-08-17,846.74,4
415,61,2025-04-08,2025-05-09,2915.07,2
416,61,2025-02-02,2025-02-22,3876.98,3
417,61,2024-10-04,2024-11-11,2301.18,1
418,61,2025-02-28,2025-04-02,3529.8,2
419,62,2025-03-01,2025-03-31,3727.17,2
420,62,2025-01-29,2025-03-06,785.86,4
421,62,2025-02-24,2025-04-01,1092.27,1
422,62,2025-02-06,2025-03-23,3063.89,1
423,62,2025-04-10,2025-05-19,3164.52,2
424,62,2024-08-13,2024-09-17,4206.39,2
425,62,2024-08-18,2024-09-11,688.98,2
426,63,2024-09-14,2024-10-20,2629.74,2
427,63,2024-08-06,2024-09-03,3841.81,2
428,63,2024-09-05,2024-10-16,4877.86,3
429,63,2024-08-19,2024-09-17,3924.15,2
430,63,2024-11-22,2024-12-30,3826.47,2
431,64,2024-07-03,2024-08-09,3221.12,2
432,64,2024-07-24,2024-09-04,2268.14,4
433,64,2024-12-07,2025-01-03,2111.2,2
434,64,2025-02-18,2025-03-31,4600.17,1
435,64,2025-03-03,2025-04-14,2422.52,3
436,64,2024-11-10,2024-12-11,3397.53,2
437,65,2025-04-23,2025-05-10,3224.82,1
438,65,2025-04-11,2025-05-05,3905.32,2
439,65,2024-07-16,2024-08-04,1862.14,1
440,65,2025-04-24,2025-05-31,2687.5,4
441,65,2024-11-23,2024-12-14,4897.47,2
442,65,2025-04-10,2025-05-23,2547.15,3
443,65,2024-11-02,2024-11-20,2522.82,2
444,65,2024-10-09,2024-11-08,4892.6,3
445,66,2025-01-17,2025-02-02,3277.75,2
446,66,2024-11-16,2024-12-04,2279.3,2
447,66,2025-01-29,2025-03-13,2291.1,2
448,66,2024-07-22,2024-08-07,4239.96,3
449,67,2024-07-09,2024-07-30,4038.89,4
450,67,2025-04-14,2025-05-03,4936.94,2
451,67,2025-01-26,2025-02-21,3712.5,2
452,67,2025-01-15,2025-02-02,4289.09,2
453,67,2024-10-25,2024-11-16,4730.2,2
454,67,2024-12-31,2025-02-04,3758.17,2
455,67,2024-09-01,2024-09-28,465.55,2
456,67,2024-08-20,2024-09-30,3606.1,2
457,67,2024-10-13,2024-11-18,4608.53,2
458,67,2025-05-14,2025-06-10,1970.28,2
459,68,2024-07-09,2024-08-23,2111.84,2
460,68,2024-09-27,2024-10-20,3200.1,3
461,68,2024-06-25,2024-07-31,3715.28,2
462,68,2024-12-17,2025-01-29,784.63,1
463,68,2024-11-23,2024-12-12,482.36,1
464,69,2024-09-04,2024-09-20,3735.5,2
465,69,2024-06-28,2024-07-25,3477.35,2
466,69,2024-09-23,2024-11-03,2266.27,2
467,69,2024-08-13,2024-09-05,4175.68,2
468,69,2024-06-16,2024-07-07,1819.75,1
469,69,2024-10-29,2024-12-08,3422.9,2
470,70,2025-04-17,2025-05-22,753.19,1
471,70,2024-06-28,2024-08-08,3768.65,2
472,70,2025-05-29,2025-07-04,1457.78,2
473,70,2024-08-07,2024-09-20,4322.16,2
474,70,2024-06-30,2024-08-03,1984.95,3
475,70,2025-03-06,2025-04-07,4487.67,4
476,70,2025-01-10,2025-02-18,1873.07,2
477,70,2024-10-25,2024-12-05,1222.74,2
478,71,2024-08-28,2024-10-05,3952.78,3
479,71,2025-01-20,2025-02-04,117.69,1
480,71,2024-11-28,2025-01-07,1185.19,2
481,71,2025-04-15,2025-05-06,1689.44,2
482,71,2025-02-12,2025-02-28,2634.57,2
483,71,2025-05-21,2025-06-14,1230.2,2
484,72,2024-12-10,2025-01-09,4446.47,2
485,72,2024-10-23,2024-11-27,3327.5,3
486,72,2025-04-30,2025-06-09,138.94,2
487,72,2024-08-21,2024-09-23,2700.82,1
488,72,2024-07-24,2024-08-21,4620.85,1
489,73,2024-10-24,2024-12-06,1050.06,3
490,73,2024-10-26,2024-12-05,4571.74,2
491,73,2024-11-14,2024-11-30,4233.97,2
492,73,2025-01-12,2025-02-14,2206.82,2
493,73,2024-07-21,2024-08-24,2898.0,2
494,73,2024-07-17,2024-08-09,1902.46,3
495,74,2024-08-05,2024-09-17,2556.5,3
496,74,2025-03-31,2025-04-25,3304.66,2
497,74,2025-03-09,2025-04-23,2939.56,1
498,74,2024-06-18,2024-07-24,3095.81,2
499,74,2024-09-19,2024-11-03,3677.24,2
500,74,2024-08-03,2024-09-16,425.92,4
501,74,2024-11-04,2024-12-16,205.68,1
502,75,2024-09-26,2024-11-09,1250.37,1
503,75,2024-07-29,2024-08-26,362.26,1
504,75,2025-05-25,2025-07-07,2786.15,2
505,75,2024-10-27,2024-11-27,2774.73,3
506,75,2024-10-01,2024-11-04,852.07,2
507,75,2024-10-10,2024-10-30,4134.37,1
508,76,2024-07-11,2024-07-26,1257.7,2
509,76,2025-03-09,2025-03-24,3299.85,2
510,76,2025-01-26,2025-03-12,3981.3,3
511,76,2024-08-11,2024-09-23,4482.13,4
512,76,2024-06-27,2024-07-31,2044.49,3
513,76,2024-10-24,2024-11-24,1530.43,4
514,76,2024-09-15,2024-10-09,4272.64,3
515,76,2024-07-18,2024-08-03,4617.46,2
516,76,2024-06-08,2024-06-30,4467.38,2
517,77,2024-08-30,2024-10-10,2097.16,1
518,77,2025-03-27,2025-05-06,2951.26,2
519,77,2025-02-09,2025-02-27,2867.07,2
520,77,2025-03-14,2025-03-30,1969.48,2
521,77,2024-06-19,2024-07-22,3386.25,2
522,77,2025-04-22,2025-05-22,2256.47,1
523,77,2024-06-18,2024-07-14,4401.67,2
524,77,2024-10-15,2024-11-15,2323.63,2
525,77,2024-09-18,2024-10-08,3802.86,2
526,77,2024-09-16,2024-10-04,1110.45,4
527,78,2025-01-03,2025-02-16,2753.27,1
528,78,2024-10-30,2024-11-22,4758.97,2
529,78,2024-06-29,2024-07-17,3789.71,2
530,79,2024-12-23,2025-01-08,3782.93,4
531,79,2024-09-28,2024-11-04,3087.45,2
532,79,2025-02-02,2025-02-24,3923.7,2
533,79,2025-02-04,2025-03-17,1207.69,2
534,79,2024-08-20,2024-09-19,1610.75,2
535,79,2024-11-12,2024-12-17,4989.3,2
536,79,2025-01-13,2025-02-24,2248.69,2
537,80,2024-10-28,2024-11-26,4236.97,2
538,80,2024-09-29,2024-10-17,4854.84,1
539,80,2025-06-07,2025-06-29,2322.04,2
540,80,2024-10-17,2024-11-16,898.33,2
541,80,2025-01-31,2025-02-15,3637.06,2
542,80,2025-03-09,2025-03-28,3071.03,2
543,80,2024-07-04,2024-08-03,4722.8,2
544,80,2024-10-09,2024-11-17,4861.05,2
545,81,2024-12-12,2025-01-22,4472.52,2
546,81,2024-12-25,2025-01-10,4949.51,2
547,81,2025-03-05,2025-04-12,4623.66,4
548,81,2025-04-11,2025-05-14,912.86,2
549,81,2024-07-10,2024-08-12,2122.85,2
550,81,2025-03-21,2025-04-07,1883.72,2
551,81,2025-01-11,2025-02-13,4817.07,2
552,82,2024-09-10,2024-10-01,2766.79,2
553,82,2024-06-20,2024-07-26,2496.64,2
554,82,2025-04-11,2025-05-12,542.29,2
555,82,2024-08-10,2024-09-04,4130.25,2
556,82,2025-03-09,2025-04-21,3626.56,2
557,82,2025-01-31,2025-02-21,4654.28,1
558,82,2025-01-19,2025-02-08,2064.85,2
559,83,2024-07-11,2024-08-13,3668.06,2
560,83,2024-09-15,2024-10-08,1099.69,1
561,83,2024-09-30,2024-10-29,4921.68,4
