id,fatura_id,data_pagamento,valor_pago
183,242,2024-10-14,1305.88
184,243,2024-09-20,116.11
185,245,2025-02-10,142.15
186,248,2025-07-22,647.55
187,249,2025-05-30,2111.73
188,250,2024-07-15,715.02
189,251,2024-10-06,2.68
190,253,2025-06-06,1162.24
191,255,2025-06-10,1103.37
192,255,2025-05-25,68.36
193,256,2024-08-29,1251.39
194,257,2025-01-15,71.57
195,258,2024-11-30,2980.76
196,259,2025-04-29,1898.73
197,261,2025-03-10,1884.84
198,262,2025-03-10,564.95
199,263,2025-02-27,327.64
200,265,2025-02-18,116.51
201,266,2025-03-19,753.34
202,267,2024-09-24,667.06
203,268,2025-07-17,2040.74
204,270,2025-02-05,2400.89
205,271,2025-02-23,349.97
206,272,2025-01-28,202.31
207,273,2024-08-02,654.65
208,275,2025-02-03,439.01
209,275,2025-01-21,144.56
210,276,2024-12-25,130.26
211,278,2024-07-13,2046.01
212,280,2025-01-12,3276.59
213,281,2024-12-05,1233.26
214,282,2025-06-19,1830.71
215,283,2025-04-20,557.81
216,285,2024-10-08,866.95
217,286,2024-11-24,680.25
218,287,2024-07-25,208.02
219,288,2024-09-19,773.99
220,290,2025-07-29,1291.22
221,291,2025-02-10,998.77
222,292,2024-09-30,1957.08
223,294,2025-02-23,2746.31
224,297,2025-04-22,166.11
225,298,2024-07-27,3413.29
226,299,2025-05-31,2226.2
227,302,2024-11-08,898.49
228,303,2024-06-26,1551.02
229,304,2025-03-24,4070.69
230,305,2025-02-02,753.01
231,307,2025-03-11,1406.03
232,309,2024-09-01,31.16
233,310,2025-06-07,3287.75
234,311,2024-11-13,40.74
235,313,2024-08-21,2733.8
236,314,2025-06-03,723.51
237,315,2025-04-28,1391.22
238,316,2024-11-21,207.01
239,317,2024-09-10,844.79
240,318,2024-08-13,718.22
241,319,2025-04-26,143.02
242,321,2024-12-18,2198.69
243,322,2024-12-29,32.75
244,324,2025-05-14,303.39
245,325,2025-06-02,309.93
246,327,2025-01-07,4123.97
247,328,2024-12-16,824.49
248,331,2025-06-15,823.94
249,332,2025-01-29,3698.25
250,333,2025-02-23,998.52
251,334,2024-11-07,331.03
252,335,2024-09-30,135.99
253,336,2024-12-07,1019.72
254,338,2025-03-26,604.82
255,339,2024-07-01,258.47
256,340,2025-05-15,2437.49
257,344,2024-08-18,2477.45
258,347,2025-01-25,877.37
259,348,2025-06-27,72.28
260,349,2025-03-22,1751.15
261,350,2025-01-24,1674.58
262,351,2024-10-11,1233.73
263,352,2025-03-26,206.73
264,353,2024-08-13,2577.82
265,354,2025-03-31,1884.16
266,356,2025-05-10,3515.73
267,357,2024-12-26,78.94
268,359,2024-11-26,2829.62
269,361,2024-10-08,2547.5
270,362,2025-05-27,2397.46
271,363,2025-03-08,346.55
272,364,2024-11-23,259.0
273,365,2024-08-28,1234.72
274,366,2025-03-23,297.25
275,367,2025-04-28,1049.24
276,367,2025-04-20,637.28
277,368,2025-03-21,355.11
278,369,2025-03-02,667.62
279,370,2024-12-10,485.98
280,370,2024-11-30,658.85
281,371,2025-03-11,494.37
282,373,2025-06-08,3749.69
283,374,2025-06-07,1680.71
284,377,2025-05-07,1814.77
285,378,2024-12-10,1101.97
286,379,2024-12-16,357.17
287,381,2025-06-18,1324.15
288,382,2025-03-02,111.53
289,383,2025-05-22,299.68
290,384,2024-11-24,2463.67
291,385,2025-03-25,2178.74
292,386,2025-03-01,427.43
293,388,2025-02-02,4160.72
294,389,2024-07-06,293.29
295,390,2024-10-19,119.38
296,391,2024-06-27,1575.82
297,393,2025-04-13,60.3
298,396,2025-01-31,1871.44
299,397,2024-10-09,129.68
300,399,2024-06-28,1074.35
301,401,2025-05-09,125.91
302,402,2025-01-16,1210.5
303,404,2025-05-27,409.29
304,405,2025-05-06,505.55
305,406,2025-01-28,530.07
306,407,2024-09-16,2272.06
307,410,2025-01-06,934.64
308,411,2024-08-14,3514.23
309,412,2024-12-29,1106.88
310,413,2024-10-03,3341.65
311,413,2024-11-09,413.45
312,414,2024-08-05,408.03
313,415,2025-05-20,2473.9
314,418,2025-03-04,1433.96
315,419,2025-03-09,2138.92
316,420,2025-02-21,509.84
317,423,2025-04-13,2692.13
318,424,2024-10-01,1206.17
319,425,2024-09-19,361.19
320,426,2024-10-17,718.34
321,427,2024-10-01,1361.22
322,429,2024-10-08,2078.76
323,430,2024-12-16,2378.26
324,431,2024-08-21,2019.19
325,432,2024-09-15,1698.46
326,433,2025-01-26,1209.21
327,436,2024-11-12,18.58
328,438,2025-04-16,3591.54
329,440,2025-05-31,2656.81
330,440,2025-06-21,19.15
331,441,2025-01-12,108.82
332,443,2024-12-22,2275.01
333,445,2025-01-28,2704.31
334,446,2024-12-12,13.01
335,447,2025-02-05,1625.13
336,449,2024-08-04,3560.11
337,449,2024-08-07,470.77
338,450,2025-04-28,436.92
339,451,2025-03-20,3396.67
340,452,2025-02-15,2916.06
341,453,2024-12-22,4089.82
342,454,2025-01-25,2755.52
343,455,2024-10-13,460.21
344,456,2024-09-08,1477.39
345,457,2024-11-22,3958.99
346,458,2025-06-12,204.58
347,459,2024-07-11,492.1
348,461,2024-08-17,1393.26
349,464,2024-10-22,1517.43
350,465,2024-08-24,2962.01
351,466,2024-11-02,1592.45
352,467,2024-10-09,2320.2
353,469,2024-11-23,832.99
354,471,2024-07-23,2354.04
355,472,2025-06-15,641.04
356,473,2024-08-09,4089.95
357,475,2025-04-09,2900.71
358,476,2025-02-14,1530.22
359,477,2024-12-19,24.7
360,480,2025-01-02,28.94
361,481,2025-06-10,593.17
362,482,2025-03-18,2161.86
363,483,2025-07-05,311.25
364,484,2025-01-23,2763.52
365,486,2025-05-22,35.61
366,490,2024-12-13,2590.0
367,491,2024-12-02,1285.24
368,492,2025-03-01,2202.53
369,493,2024-08-03,2750.9
370,496,2025-05-14,1865.54
371,498,2024-08-03,154.52
372,499,2024-10-01,3119.18
373,500,2024-09-03,197.24
374,500,2024-09-08,13.59
375,504,2025-06-11,545.32
376,506,2024-11-03,585.61
377,508,2024-07-31,905.19
378,509,2025-03-22,2634.24
379,511,2024-09-24,4017.18
380,511,2024-10-10,298.92
381,513,2024-11-06,1404.96
382,515,2024-08-09,4164.56
383,516,2024-06-14,311.35
384,518,2025-05-21,366.24
385,519,2025-03-16,2157.06
386,520,2025-03-21,886.89
387,521,2024-08-13,276.32
388,523,2024-07-15,2604.9
389,524,2024-11-28,156.96
390,525,2024-09-30,1062.91
391,526,2024-11-13,456.91
392,526,2024-10-06,623.1
393,528,2024-11-23,1876.7
394,529,2024-08-03,459.76
395,530,2025-01-31,275.45
396,531,2024-10-31,2647.83
397,532,2025-03-07,1289.6
398,533,2025-02-24,634.98
399,534,2024-09-16,1307.24
400,535,2024-12-29,4987.61
401,536,2025-02-11,674.88
402,537,2024-12-13,4162.02
403,539,2025-06-26,1316.69
404,540,2024-12-05,706.84
405,541,2025-02-04,427.47
406,542,2025-03-10,342.54
407,543,2024-07-07,3068.72
408,544,2024-10-11,1865.81
409,545,2025-01-16,263.38
410,546,2025-02-18,849.34
411,547,2025-04-12,3296.99
412,548,2025-05-25,219.35
413,549,2024-09-05,1032.85
414,550,2025-04-08,1197.94
415,551,2025-01-17,536.78
416,552,2024-10-25,147.03
417,553,2024-06-28,333.92
418,554,2025-04-27,29.88
419,555,2024-09-07,2351.59
420,556,2025-03-26,1283.37
421,558,2025-02-23,1995.43
422,559,2024-08-08,3133.49
423,561,2024-10-17,1024.01
424,561,2024-10-29,197.75
425,562,2024-10-04,937.51
426,565,2025-05-29,4080.14
427,567,2024-08-28,4099.88
428,569,2024-10-05,859.78
429,570,2025-03-31,849.67
430,571,2024-09-17,1350.52
431,573,2024-11-30,897.7
432,574,2024-10-27,2295.85
433,575,2024-08-02,333.21
434,576,2025-06-02,148.45
435,577,2024-08-07,449.05
436,579,2024-08-13,1898.25
437,580,2024-09-21,264.96
438,581,2024-08-26,1099.68
439,582,2025-06-04,1761.85
440,583,2024-11-20,496.86
441,585,2025-02-18,1344.54
442,587,2024-11-26,300.19
443,588,2025-02-10,702.11
444,589,2025-01-27,404.47
445,590,2024-09-11,829.1
446,591,2024-10-24,336.42
447,592,2025-04-21,121.12
448,594,2024-12-08,559.87
449,594,2024-12-02,1091.8
450,595,2025-04-27,560.12
451,596,2025-01-26,436.64
452,597,2025-04-29,1766.31
453,598,2024-11-16,3614.05
454,603,2025-06-05,1287.35
455,604,2025-05-13,145.41
456,608,2024-10-11,1687.23
457,609,2025-05-29,137.81
458,610,2025-03-22,2285.81
459,611,2025-01-13,1567.52
460,612,2024-11-04,2297.23
461,613,2025-04-03,4851.26
462,615,2025-03-29,154.91
463,616,2024-11-30,2705.5
464,617,2025-01-02,547.68
465,619,2024-08-05,654.01
466,619,2024-07-05,73.25
467,620,2024-10-25,773.3
468,621,2025-01-25,226.34
469,622,2024-09-01,1956.5
470,622,2024-09-22,1504.57
471,624,2024-12-12,74.19
472,626,2024-08-20,1402.16
473,628,2025-06-23,468.82
474,628,2025-06-05,3.66
475,629,2024-10-29,1495.71
476,631,2024-08-17,573.7
477,633,2025-06-30,362.85
478,634,2024-10-17,185.88
479,635,2025-03-07,2116.48
480,636,2024-10-21,2323.76
481,638,2025-03-02,684.95
482,640,2025-01-23,1960.03
483,642,2025-03-06,686.93
484,643,2024-08-20,1137.39
485,645,2025-02-02,2173.1
486,647,2024-08-10,2134.13
487,648,2025-04-24,1140.58
488,649,2024-11-10,3399.85
489,650,2024-07-14,512.17
490,650,2024-07-01,227.69
491,651,2025-07-05,2970.88
492,652,2024-11-09,22.45
493,653,2024-11-19,2864.85
494,657,2025-03-09,1982.9
495,657,2025-04-24,1077.54
496,659,2024-08-27,370.69
497,660,2025-01-20,95.74
498,663,2025-03-04,132.58
499,663,2025-03-08,265.05
500,664,2025-02-15,316.95
501,665,2024-10-02,1387.13
502,666,2025-02-26,623.82
503,667,2025-03-30,155.5
504,668,2024-11-29,1142.15
505,669,2025-04-19,922.6
506,670,2025-05-31,1954.64
507,670,2025-05-28,1639.65
508,672,2025-01-08,1247.62
509,672,2025-02-15,0.84
510,674,2024-11-19,1715.44
511,674,2024-10-30,2.79
512,675,2025-02-05,2004.53
513,676,2024-11-30,945.28
514,678,2024-08-19,1037.04
515,680,2025-02-25,715.74
516,681,2025-04-08,2795.15
517,683,2025-06-25,439.91
518,684,2025-05-09,663.15
519,685,2025-05-31,104.22
520,689,2024-06-29,387.27
521,690,2025-06-10,1295.86
522,691,2024-08-11,3738.88
523,692,2025-07-18,514.66
524,693,2025-03-06,1395.63
525,694,2025-06-30,58.53
526,696,2025-05-06,34.35
527,697,2025-04-04,136.88
528,698,2024-11-24,471.51
529,699,2024-09-25,838.59
530,701,2025-04-22,432.03
531,703,2025-01-14,102.17
532,705,2024-10-28,331.3
533,707,2025-01-25,3247.92
534,708,2024-10-12,912.44
535,709,2025-02-14,1991.88
536,710,2024-12-24,14.24
537,711,2025-02-25,3874.83
538,712,2025-04-25,556.1
539,713,2025-01-09,139.52
540,714,2025-03-03,1301.55
541,715,2025-04-13,406.14
542,716,2024-08-02,108.04
543,718,2025-05-09,564.74
544,719,2025-05-02,807.74
545,720,2025-01-16,1264.67
546,721,2024-12-18,2839.1
547,723,2025-02-06,857.2
548,724,2024-10-26,130.85
549,725,2025-05-20,211.59
550,726,2025-02-09,2089.11
551,727,2024-09-11,910.96
552,728,2025-01-24,782.05
553,729,2024-08-19,2255.1
554,730,2025-04-17,3321.08
555,732,2025-06-08,1283.01
556,734,2025-02-12,1357.02
557,735,2025-05-16,2647.62
558,736,2025-01-09,1186.41
559,737,2025-01-04,1121.96
560,738,2024-12-16,1656.29
561,740,2025-04-01,756.91
562,742,2025-02-03,469.25
563,743,2024-07-25,430.84
564,746,2024-09-04,1052.54
565,747,2024-09-28,643.18
566,747,2024-10-04,1250.11
567,748,2024-10-30,909.22
568,748,2024-11-17,270.48
569,749,2024-12-07,154.27
570,750,2025-05-14,2951.48
571,751,2025-01-08,578.0
572,752,2024-09-21,2047.81
573,755,2024-07-29,2954.54
574,756,2025-07-24,57.19
575,762,2024-08-19,701.33
576,766,2025-06-30,1966.15
577,767,2025-06-05,401.09
578,768,2025-01-19,827.56
579,769,2025-03-11,2423.93
580,771,2025-01-31,3270.39
581,773,2024-07-04,3084.22
582,774,2025-05-18,166.9
583,776,2024-10-30,3485.21
584,777,2025-06-22,268.81
585,778,2024-12-04,15.55
586,779,2024-09-15,1847.9
587,780,2025-03-23,553.64
588,780,2025-04-09,775.12
589,783,2025-05-11,1322.59
590,783,2025-06-10,1749.8
591,784,2024-08-20,593.31
592,785,2025-02-28,2051.26
593,787,2025-04-23,246.86
594,788,2024-12-07,1770.17
595,790,2024-11-18,537.05
596,791,2025-07-04,1119.31
597,791,2025-06-22,667.11
598,792,2025-01-31,274.91
599,793,2025-03-03,2445.69
600,794,2024-12-30,92.64
601,795,2025-04-06,1012.48
602,796,2025-01-24,2514.76
603,797,2024-08-19,2142.66
604,798,2024-08-08,1359.45
605,800,2025-04-08,2188.68
606,801,2024-07-05,1238.98
607,804,2025-06-03,1367.07
608,805,2025-06-11,750.85
609,806,2024-08-15,1022.43
610,808,2024-07-25,62.98
611,809,2024-08-13,3926.55
612,810,2025-07-19,450.52
613,811,2024-11-13,1052.56
614,814,2024-10-12,1445.49
615,815,2024-12-04,2618.03
616,816,2024-12-29,462.54
617,817,2025-06-25,934.03
618,818,2025-02-09,2851.68
619,819,2025-03-12,524.83
620,820,2024-07-27,173.82
621,822,2024-10-02,1279.77
622,824,2025-03-11,751.06
623,824,2025-03-28,136.81
624,825,2024-12-19,1772.17
625,825,2025-01-21,0.15
626,827,2024-12-16,154.83
627,828,2024-11-05,1370.44
628,829,2024-07-14,2351.11
629,830,2025-02-21,1684.54
630,831,2024-08-30,2467.93
631,833,2024-07-22,2527.35
632,834,2024-09-17,66.43
633,835,2024-12-07,2452.66
634,837,2025-06-25,1356.5
635,839,2024-06-29,1316.4
636,840,2024-08-19,1002.89
637,843,2025-06-25,2161.0
638,844,2025-01-05,14.84
639,849,2025-06-05,323.79
640,849,2025-07-08,1252.89
641,850,2025-02-14,63.73
642,852,2024-07-29,254.78
643,853,2024-11-02,613.97
644,855,2025-01-23,239.02
645,857,2025-03-01,1706.09
646,857,2025-01-22,800.24
647,858,2025-06-17,1682.15
648,859,2024-06-25,473.34
649,860,2024-07-27,3130.59
650,861,2024-09-23,1991.92
651,862,2024-07-14,4028.84
652,862,2024-06-26,94.18
653,863,2025-02-02,223.45
654,864,2025-03-21,419.54
655,866,2024-09-15,2807.87
656,867,2024-10-17,2032.18
657,869,2025-06-18,193.66
658,872,2024-08-21,41.83
659,873,2024-11-07,2464.32
660,875,2024-12-21,154.6
661,876,2025-02-01,332.19
662,877,2024-10-18,2351.86
663,880,2025-02-03,1367.65
664,881,2024-11-01,1026.98
665,883,2024-09-28,168.13
666,884,2024-09-06,1586.94
667,885,2025-05-11,512.56
668,886,2024-08-19,131.28
669,887,2025-04-08,2504.65
670,887,2025-05-11,263.45
671,888,2025-01-19,3499.43
672,889,2024-08-12,915.93
673,890,2024-11-07,48.9
674,891,2025-04-07,3068.96
675,892,2024-10-13,626.44
676,893,2025-05-27,2368.94
677,895,2025-04-28,594.47
678,897,2025-03-12,762.84
679,898,2024-12-17,390.55
680,900,2025-04-09,1534.57
681,901,2024-08-01,388.45
682,904,2025-05-06,458.82
683,905,2025-06-27,1687.04
684,906,2024-09-06,429.51
685,907,2025-07-01,1297.25
686,909,2024-12-22,967.12
687,910,2025-04-18,589.95
688,912,2024-12-07,512.54
689,914,2025-03-23,320.17
690,915,2025-02-11,3162.3
691,916,2024-09-19,856.11
692,918,2024-10-13,1531.49
693,919,2025-03-18,1019.29
694,921,2024-11-12,125.53
695,922,2024-09-28,258.4
696,923,2024-09-22,36.27
697,925,2025-03-05,1857.2
698,926,2025-05-09,1325.13
699,930,2024-09-09,401.73
700,932,2025-02-27,1412.05
701,934,2025-03-02,1561.52
702,935,2025-01-16,1980.38
703,936,2024-07-24,35.94
704,936,2024-07-03,89.67
705,938,2024-07-13,711.76
706,939,2025-02-14,112.82
707,941,2024-10-27,2799.01
708,943,2025-03-29,991.1
709,944,2025-03-31,553.94
710,944,2025-05-23,1391.55
711,945,2025-05-31,313.98
712,946,2025-06-02,1016.02
713,948,2024-08-17,4.97
714,948,2024-09-21,852.32
715,951,2025-01-18,1906.95
716,952,2024-09-07,288.91
717,953,2024-10-20,2170.99
718,954,2025-04-01,3239.68
719,955,2025-01-19,362.99
720,956,2024-09-21,1676.97
721,959,2024-11-06,622.42
722,960,2024-07-11,871.56
723,961,2025-05-21,2379.23
724,965,2024-07-04,454.96
725,966,2024-11-26,86.81
726,967,2024-06-25,1315.74
727,969,2024-06-30,4420.62
728,970,2025-06-27,464.74
729,971,2024-09-08,3130.68
730,971,2024-09-04,239.8
731,974,2025-01-30,1072.6
732,975,2024-09-29,663.7
733,976,2024-07-23,885.25
734,977,2024-08-04,171.09
735,978,2024-10-07,3088.67
736,978,2024-10-30,26.29
737,979,2025-05-28,1091.38
738,980,2024-07-24,1895.14
739,981,2025-02-17,1641.98
740,982,2024-08-25,584.48
741,983,2024-08-14,343.04
742,984,2024-12-29,381.63
743,985,2025-06-20,371.98
744,986,2025-06-26,903.39
745,988,2024-10-19,183.74
746,990,2024-09-12,5.61
747,992,2024-08-09,2412.41
748,993,2025-01-31,2843.61
749,994,2024-08-26,380.34
750,994,2024-10-03,190.7
751,995,2024-11-29,980.91
752,998,2025-03-08,2560.03
753,999,2025-07-13,190.57
754,1000,2025-04-08,3948.97
755,1001,2024-09-07,271.86
756,1002,2025-03-04,1406.68
757,1004,2024-12-05,1228.44
758,1005,2025-01-07,1389.44
759,1007,2025-06-02,620.7
760,1010,2024-10-16,2188.07
761,1011,2024-08-10,380.18
762,1012,2025-03-09,129.3
763,1013,2024-09-25,546.69
764,1014,2025-06-20,1427.94
765,1015,2025-03-11,516.62
766,1016,2025-05-02,34.13
767,1018,2024-09-08,1253.72
768,1021,2025-02-06,1865.6
769,1022,2024-10-19,733.53
770,1023,2024-10-24,168.59
771,1024,2024-11-08,38.47
772,1026,2025-02-21,1581.42
773,1027,2024-07-31,2147.95
774,1030,2025-01-10,329.88
775,1031,2025-06-06,1615.11
776,1033,2024-07-26,346.44
777,1035,2025-05-25,479.91
778,1036,2025-05-02,515.68
779,1040,2024-10-26,1971.54
780,1041,2025-07-13,792.21
781,1044,2024-11-21,248.09
782,1045,2024-12-22,554.82
783,1046,2025-01-26,2027.79
784,1048,2024-08-27,1749.11
785,1050,2025-06-19,3479.15
786,1051,2025-01-14,2578.8
787,1052,2024-11-15,2214.74
788,1053,2024-10-15,199.63
789,1054,2024-10-13,3094.44
790,1055,2024-10-12,3628.39
791,1057,2024-10-18,4468.04
792,1058,2025-02-08,1187.93
793,1059,2024-12-20,996.29
794,1060,2024-06-18,2036.19
795,1060,2024-08-03,853.89
796,1061,2025-06-27,1629.65
797,1062,2025-02-23,1729.89
798,1063,2024-07-19,3624.12
799,1066,2025-06-14,283.62
800,1067,2025-03-31,2075.38
801,1068,2024-06-23,993.53
802,1070,2024-09-13,2697.41
803,1072,2025-05-13,1246.34
804,1072,2025-07-03,1102.45
805,1073,2024-11-14,3286.32
806,1080,2024-12-09,211.11
807,1080,2024-12-08,26.57
808,1081,2025-05-20,2995.53
809,1082,2024-10-28,2218.36
810,1082,2024-11-07,30.97
811,1083,2025-05-06,514.09
812,1086,2024-10-03,1004.78
813,1088,2024-12-02,2048.81
814,1089,2025-03-05,13.94
815,1090,2024-06-21,4065.55
816,1092,2025-02-14,2982.61
817,1093,2024-10-05,514.62
818,1095,2025-02-25,4145.71
819,1097,2024-11-06,72.48
820,1098,2024-08-31,4350.03
821,1100,2025-01-27,1971.54
822,1101,2024-09-19,2114.51
823,1103,2025-01-11,1222.19
824,1104,2024-11-22,3264.22
825,1105,2024-10-01,1239.32
826,1108,2025-01-08,1365.3
827,1109,2025-04-10,97.56
828,1110,2025-03-03,3155.34
829,1113,2024-10-25,199.84
830,1115,2025-05-28,1047.71
831,1116,2025-02-21,247.07
832,1117,2024-11-11,24.18
833,1118,2025-01-23,3235.27
834,1119,2024-09-02,50.56
835,1121,2025-05-30,657.48
836,1123,2024-11-10,1252.99
837,1124,2024-09-25,2501.49
838,1125,2024-09-15,1452.07
839,1125,2024-10-03,1412.82
840,1126,2024-07-07,1162.79
841,1127,2024-12-05,379.83
842,1128,2025-01-07,1071.85
843,1130,2024-12-20,1169.04
844,1131,2024-10-12,213.24
845,1135,2024-07-26,1635.53
846,1138,2025-01-18,3902.5
847,1139,2025-05-24,184.05
848,1143,2025-03-26,1232.65
849,1144,2024-12-21,440.47
850,1146,2025-03-08,3809.03
851,1147,2024-12-04,633.08
852,1148,2025-04-18,505.1
853,1150,2025-02-12,3357.62
854,1152,2025-06-23,809.58
855,1153,2025-03-16,2224.06
856,1154,2024-10-03,154.1
857,1155,2025-03-16,240.6
858,1155,2025-04-09,119.16
859,1156,2024-10-12,358.66
860,1157,2024-08-06,1729.14
861,1158,2025-07-02,85.81
862,1160,2024-10-20,3981.41
863,1161,2024-11-13,2560.76
864,1162,2025-01-02,239.28
865,1163,2024-09-28,1641.08
866,1164,2024-12-21,1214.35
867,1168,2025-06-16,3372.0
868,1169,2025-04-06,239.28
869,1172,2025-01-09,982.27
870,1173,2025-01-23,180.21
871,1174,2025-03-31,149.23
872,1175,2024-09-09,769.99
873,1176,2025-02-15,2331.89
874,1177,2024-08-29,945.6
875,1179,2024-10-06,38.82
876,1180,2024-07-10,248.8
877,1182,2024-09-02,1456.4
878,1183,2024-09-22,173.16
879,1184,2024-09-11,1256.08
880,1185,2024-07-06,87.89
881,1186,2025-02-09,2263.8
882,1187,2024-11-12,213.39
883,1189,2024-09-14,264.05
884,1191,2025-06-14,460.38
885,1192,2024-12-10,12.58
886,1193,2024-06-26,2489.75
887,1194,2024-11-21,811.77
888,1196,2024-07-27,2101.98
889,1197,2024-12-26,990.7
890,1201,2024-11-04,1089.71
891,1202,2024-08-18,510.8
892,1204,2025-01-08,1344.53
893,1205,2025-04-16,965.83
